Watchlist 'NYSE',,,,
,,,,
NYSE,,,,
Symbol,Last,%Change,Bid,Ask
FCN,114.55,-1.74%,113.77,116.88
KIN,4.51,-1.74%,4.51,4.7
K,57.71,-1.75%,57.76,58.11
DUK,85.59,-1.76%,85.66,85.79
VXZ,34.64,-1.76%,33,37
SWM,46.7,-1.77%,39.5,47.27
MUX,1.11,-1.77%,1.11,1.12
MRO,11.1,-1.77%,11.09,11.1
UBS,15.52,-1.77%,15.28,15.88
GLT,16.05,-1.77%,15.6,20.53
EQC,28.21,-1.78%,27.67,30.25
FRT,101.17,-1.78%,99.01,105
CPF,22.63,-1.78%,20.27,25
LCI,6.06,-1.78%,5.98,6.09
O,60.26,-1.79%,60.26,60.46
MAN,94.44,-1.79%,0.1,100
TYG,23.58,-1.79%,22.09,24.47
GNT,4.91,-1.80%,4.8,5.14
SO,56.72,-1.80%,56.74,56.8
USX,9.25,-1.80%,5.7,10
FLS,37,-1.80%,36.69,37.87
SJR,17.41,-1.80%,17.39,17.99
CP,356.06,-1.81%,173.26,385
RTX,71.99,-1.81%,72.25,72.91
MCF,4.87,-1.81%,4.75,5.15
FWP,7,-1.82%,6.52,9
NGA,19.91,-1.82%,19.85,19.96
FBK,42.41,-1.83%,34.87,60.27
PUK,39.5,-1.84%,30,45.76
EPD,21.32,-1.84%,21.4,21.43
TPZ,11.65,-1.85%,11.03,12.39
SNV,42.31,-1.86%,40,49.88
RCI,43.25,-1.86%,42,46.03
TDY,371,-1.86%,351.17,390
HR,28.86,-1.87%,27.94,37.84
PSX,83.05,-1.88%,82.7,83.05
DCI,58.91,-1.88%,30,62.4
GNW,3.12,-1.89%,3.11,3.25
L,47.81,-1.89%,44.93,48.67
WNC,16.58,-1.89%,7.25,18
FLO,21.75,-1.89%,21.7,22.77
SOL,14.94,-1.90%,14.88,14.9
GWW,372.71,-1.91%,118.2,393
HMC,27.67,-1.91%,27.14,28
KRC,63.46,-1.92%,61.9,69.12
UIS,24.55,-1.92%,19.89,25.51
NEU,378.98,-1.92%,261.96,538.44
MUR,16.33,-1.92%,15.5,16.74
UTL,41.84,-1.92%,41.68,46.65
COP,52.01,-1.92%,51.8,52
DRE,39.25,-1.92%,39,39.5
MMS,81.28,-1.93%,71.72,95
LI,25.37,-1.93%,25.27,25.33
HMN,38.54,-1.93%,38.22,42.24
MIE,3.04,-1.94%,2.85,3.16
CIA,6.07,-1.94%,5.81,8.31
CL,75.2,-1.94%,75.2,75.25
DRD,9.07,-1.95%,8.79,10.25
TGI,14.57,-1.95%,14.34,15.6
CR,83.86,-1.95%,79.57,107.1
PRK,124,-1.95%,116.3,156.85
SQZ,15,-1.96%,14.8,15.2
LPL,9.99,-1.96%,9.99,10.5
SCS,13.94,-1.97%,13.48,14.7
TRI,86.89,-1.97%,81.3,100
PKE,13.89,-1.98%,12.9,14.3
EQR,65.41,-1.98%,65.02,67.07
MT,23.27,-1.98%,23.2,23.98
DJP,24.26,-1.98%,23.48,26
EQT,17.79,-1.98%,16.2,18.8
ING,10.87,-1.98%,10.84,11.01
MS,76.87,-1.99%,76.82,76.99
SNN,38.85,-1.99%,38.75,47
CRT,8.85,-1.99%,7.71,9.45
KE,23.48,-2.00%,21.5,24.3
NC,24.94,-2.00%,25.1,48.19
STT,72.77,-2.01%,71.41,73.78
FIF,11.23,-2.01%,11.24,11.5
DFH,23.43,-2.01%,22.01,27.5
ULH,23.41,-2.01%,0.0001,26
OLP,21.41,-2.01%,20,22.5
HAE,126.5,-2.01%,105,147.26
RHI,77.79,-2.02%,74.6,80.2
WPC,68.54,-2.02%,68.6,70.8
VTR,52.9,-2.02%,52.22,54.6
SON,59.57,-2.02%,59.17,62.25
PAX,19.35,-2.03%,17,19.95
EGP,136.11,-2.03%,83.66,214.11
CFR,104.4,-2.04%,91.28,115
DBI,12.49,-2.04%,11.95,13.75
PQG,15.36,-2.04%,12.89,18.02
FLT,277.31,-2.04%,240.2,363.97
CEN,10.55,-2.04%,10.25,11.5
LFC,10.54,-2.04%,10.51,10.67
MAC,12.92,-2.05%,12.99,13.05
DTP,45.9,-2.05%,0.0001,49
FMO,8.6,-2.05%,8.01,9.15
EBC,17.61,-2.06%,17,17.8
PDM,17.06,-2.07%,14.41,18.22
CLB,35.54,-2.07%,15.04,38.83
GO,35.99,-2.07%,36,38.02
GBT,42.6,-2.07%,41,45.5
FNB,11.83,-2.07%,11.67,11.9
MMM,175.06,-2.07%,174.99,175.85
WIT,6.13,-2.08%,6.13,6.22
XEL,58.59,-2.09%,58.5,58.69
RJI,5.62,-2.09%,5.5,7.32
CLH,85.15,-2.09%,75,99.3
NWE,58.48,-2.09%,55.79,58.47
PME,1.4,-2.10%,1.36,1.45
RGA,122.23,-2.10%,98.3,127.98
SLB,27.91,-2.10%,27.8,27.88
COG,18.51,-2.12%,18.35,18.52
VZ,55.3,-2.12%,55.42,55.49
CWH,31.3,-2.13%,31.26,31.29
CMA,68.1,-2.13%,67.8,68.24
CVU,4.6,-2.13%,4.5,4.75
PRG,50,-2.13%,42.57,60
HES,65.53,-2.14%,65.35,65.53
MMP,41.67,-2.14%,41.55,42.45
RMR,40.19,-2.14%,33.92,50
MRM,12.31,-2.15%,8.82,12.99
LU,15.02,-2.15%,14.99,15
EAF,11.83,-2.15%,11.77,13
VLY,12.25,-2.16%,12.16,12.95
MPB,23.52,-2.16%,0.0001,4294.67
RTP,11.74,-2.17%,12.25,12.29
PBT,4.05,-2.17%,4.05,4.28
RBB,18.8,-2.19%,17.7,32.5
ZNH,34,-2.19%,29.5,37.33
TAC,8.69,-2.19%,8.42,9.8
WPG,6.23,-2.20%,6.25,6.63
NIO,45.78,-2.20%,46.34,46.36
MDP,24.78,-2.21%,20.8,27.29
J,115.08,-2.23%,109.79,115.4
KMF,6.14,-2.23%,5.77,6.15
IDT,17.95,-2.23%,17.45,18.05
CRH,43.33,-2.23%,37.4,50
ED,65.65,-2.23%,65.8,66.19
SR,66.42,-2.24%,66.22,75
GSK,33.61,-2.24%,33.7,33.71
UHT,61.95,-2.24%,62,67.21
SQM,53.6,-2.24%,53.01,55
VHC,6.96,-2.25%,6.75,7.17
NTG,24.34,-2.25%,23.36,25.85
NML,3.91,-2.25%,3.19,4.13
FTS,38.5,-2.26%,38.55,39.95
TDC,40.1,-2.27%,39.39,41.5
SUN,30.6,-2.27%,30.6,30.61
HIW,39.96,-2.27%,38.7,44.88
VOD,17.18,-2.28%,17.03,17.73
IDA,86.24,-2.28%,86.04,90.88
MTW,16.29,-2.28%,16.08,19
XP,44.14,-2.28%,41.02,46.8
CIT,45.35,-2.28%,45.11,48.98
DKS,71.37,-2.29%,70.24,72.3
PLD,99.07,-2.29%,98.8,101.1
HIL,2.56,-2.29%,2.42,2.95
VGR,13.65,-2.29%,13.61,14.05
HNI,35.59,-2.29%,35.6,35.71
SII,34.95,-2.29%,34.4,37.02
IIF,22.99,-2.29%,22.18,23.99
CVX,100,-2.30%,99.71,99.85
VOC,2.97,-2.30%,2.85,3.03
OSK,106,-2.30%,105.01,107
MAA,134.73,-2.31%,129.41,145
NI,21.6,-2.31%,21.51,21.92
MO,43.6,-2.31%,43.65,43.75
VIR,62.63,-2.31%,61.36,63.56
G,40.44,-2.32%,35,40.25
GGB,4.58,-2.35%,4.5,4.68
SUI,151.95,-2.35%,143,175
DEO,157.74,-2.35%,155,158.25
LND,4.16,-2.35%,4.08,4.16
SKM,24.08,-2.35%,23.8,26.65
KO,48.99,-2.35%,49.07,49.14
MLI,40.64,-2.35%,40.17,42
DKL,36.88,-2.36%,36.37,40.1
FSP,4.96,-2.36%,4.75,5.4
PRA,24.75,-2.37%,20.2,25.75
RS,132.2,-2.38%,105,152.82
WRI,25.39,-2.38%,17.75,30.88
KAR,13.91,-2.39%,13.9,14.2
KHC,36.38,-2.39%,36.38,36.45
SIG,49.78,-2.39%,48.7,52.4
VEC,54.6,-2.40%,41.84,57.85
ESS,254.79,-2.40%,248.2,276
PG,123.53,-2.41%,123.53,123.99
PLT,40.49,-2.41%,40.5,50
TCF,44.82,-2.42%,43,48.15
WWD,114.22,-2.42%,110,135
SYN,0.6734,-2.42%,0.675,0.699
CLR,24.18,-2.42%,23,24.42
TMP,77.33,-2.42%,64.22,87.09
WEI,1.61,-2.42%,1.6,1.67
FPL,4.83,-2.42%,4.65,5.05
TNP,9.25,-2.43%,9,9.92
KMT,37.36,-2.43%,36.5,40.32
TPB,49.2,-2.44%,35.95,58
ROL,33.17,-2.44%,29.05,34.5
DEA,21.98,-2.44%,21.9,23.4
OKE,44.29,-2.44%,44.27,44.55
XIN,2.78,-2.46%,2.78,2.99
FLL,7.14,-2.46%,6,7.65
PII,117.76,-2.46%,115,123.1
WES,16.63,-2.46%,16.25,17.21
UNM,26.48,-2.47%,26.15,27.92
GVA,34.38,-2.47%,31,36
NFG,45.44,-2.47%,45,47
GTN,18.15,-2.47%,15.1,20.77
MGI,6.67,-2.49%,6.6,6.78
CME,199.7,-2.49%,199.7,201.85
XOM,54.37,-2.49%,54.51,54.58
MFC,19.92,-2.50%,19.5,20
TJX,65.99,-2.50%,65.49,66.48
TC,3.89,-2.51%,3.77,3.94
GS,319.48,-2.53%,319.67,321.83
WBK,18.48,-2.53%,16,19.5
QSR,59.92,-2.54%,59.95,62.8
WHD,31.87,-2.54%,19.28,41.92
GER,8.81,-2.54%,8.5,9.48
XL,14.17,-2.54%,14.2,14.26
MMC,115.22,-2.55%,112.01,115.55
NH,3.82,-2.55%,3.5,4.07
LNT,46.16,-2.55%,45.5,46.47
TTP,19.82,-2.56%,18.04,20.58
CMC,25.15,-2.56%,24.43,28
ELP,10.62,-2.57%,10.52,11.13
CSR,68.63,-2.57%,49.81,70.38
TMX,45.01,-2.58%,42.75,51
SRV,23.81,-2.58%,22.22,25.58
ONB,18.13,-2.58%,17.36,19.08
NOV,15.1,-2.58%,14.5,15.1
GNE,7.55,-2.58%,7.15,8.08
MTR,4.9,-2.58%,3.5,5.44
T,27.89,-2.58%,28.02,28.04
DLX,39.53,-2.59%,37.13,43
FF,14.68,-2.59%,14.41,15.4
WRE,22.52,-2.60%,20.5,26.99
E,22.88,-2.60%,22.22,25.25
LPI,32.59,-2.60%,31.1,33
WMB,22.84,-2.60%,22.79,23.34
SRE,115.98,-2.60%,115.7,127.99
LMT,330.25,-2.61%,330.35,331.5
VVI,41.84,-2.61%,39.02,48.33
TCP,29.12,-2.61%,28.13,29.9
KEY,20.14,-2.61%,20.1,20.27
MFG,2.97,-2.62%,2.69,3.13
VEL,7.04,-2.63%,6.5,8
EME,97.37,-2.63%,89.63,104.6
SHI,24.06,-2.63%,23.6,24.81
ECC,11.09,-2.63%,11,11.25
SJM,112,-2.63%,111.25,115.2
DOC,17,-2.63%,16.99,18.01
MCK,169.52,-2.64%,169.1,177
JNJ,158.46,-2.64%,160.31,160.55
DEI,32.75,-2.65%,28.5,36
JPM,147.17,-2.65%,147.31,147.39
GSP,13.297,-2.66%,11.55,15.66
TD,60.37,-2.66%,60,64.5
HPP,25.59,-2.66%,24.6,28
MLR,39.47,-2.66%,28.32,48.91
MRK,72.62,-2.68%,72.68,72.73
THS,50.02,-2.68%,41.02,52.6
FCF,13.41,-2.69%,10.89,15.57
PLG,3.98,-2.69%,4,4.05
TEF,4.34,-2.69%,4.34,4.61
TGS,4.7,-2.69%,4.53,5.27
PW,37.57,-2.69%,36,39.08
NSA,38.55,-2.70%,35.17,42.15
NP,55.32,-2.71%,52.44,58.09
JRI,14.32,-2.72%,13.83,14.33
LHX,181.91,-2.72%,180.51,183.85
GCO,44.94,-2.73%,41.77,55.39
GPX,13.13,-2.74%,12,14.43
TNC,76.2,-2.74%,61.77,4294.67
SWX,62.35,-2.75%,55,64.65
NUE,59.82,-2.75%,59.71,60
EMO,16.93,-2.76%,16.3,16.99
SRT,8.11,-2.76%,6.17,8.41
DUO,7.05,-2.76%,7.08,7.46
IGC,1.76,-2.76%,1.77,1.8
WOR,63.89,-2.77%,62,82.07
KRA,37.19,-2.77%,24,43.37
RY,85.09,-2.78%,75,165.05
ELA,5.25,-2.78%,4.5,5.41
UGP,3.49,-2.79%,3.41,3.78
GHM,15.34,-2.79%,15,16.5
OIL,17.6726,-2.79%,11.5,20.39
MSI,175.48,-2.79%,155.56,184
KEP,10.05,-2.80%,10.05,11
SSB,78.86,-2.81%,30,78.86
CNQ,27.29,-2.81%,26,29.46
TRQ,15.16,-2.82%,14.91,15.25
DSE,6.89,-2.82%,3.03,7.5
IMH,3.1,-2.82%,2.71,3.29
NRG,36.51,-2.82%,36,36.64
CXP,14.12,-2.82%,14.09,14.55
TRP,41.93,-2.83%,41.98,44.38
PNC,168.36,-2.83%,168.04,168.36
KIQ,1.03,-2.83%,1.03,1.05
SF,61.08,-2.83%,56.81,74.88
WAL,91.51,-2.83%,89.44,117.3
CEO,118.74,-2.84%,110,128
VIV,7.87,-2.84%,7.85,8.08
WYY,10.6,-2.84%,10.5,10.6
TFC,56.96,-2.85%,56.67,56.96
MOR,24.85,-2.85%,24.4,26.65
UDR,41.17,-2.86%,37,42.26
SLS,8.13,-2.87%,8.05,8.44
VRS,12.5,-2.87%,12.46,13.36
NDP,16.21,-2.88%,15.35,17.83
CMT,12.15,-2.88%,1.75,14.89
LAZ,38.69,-2.89%,38,41.64
PM,84.02,-2.89%,84,84.44
IBM,118.93,-2.89%,118.93,119.09
DCO,54.4,-2.89%,50,63.99
MWK,39.88,-2.90%,39.51,41.5
LXP,10.72,-2.90%,10.67,11.74
DTE,117.72,-2.90%,117.14,118.5
DM,20.06,-2.90%,20.02,20.03
NOC,291.66,-2.92%,290.3,291.66
KT,11.29,-2.92%,11.11,11.75
OSW,10.91,-2.94%,10.68,12
GL,93.4,-2.94%,93.03,94.43
FHI,26.72,-2.94%,22.73,29.3
TOT,46.4,-2.95%,46.5,48.5
OGS,66.97,-2.96%,64.42,77.5
EXR,125.7,-2.96%,125,203
CF,45.28,-2.96%,44.47,46.1
KB,38.32,-2.96%,29.02,42
PPL,26.19,-2.96%,26.27,26.36
KYN,6.87,-2.97%,6.82,7.09
NRT,3.92,-2.97%,3.76,4.21
GIL,30.37,-2.97%,26.1,32
CHN,32,-2.97%,30.25,34.25
WNS,74.71,-2.97%,73.51,76.19
SLF,48.06,-2.97%,47.75,53
RMO,12.33,-2.99%,12.21,12.45
SMM,4.86,-2.99%,4.58,5.39
MTB,150.94,-2.99%,149,152.1
GDP,9.71,-3.00%,8.13,11.25
GVP,1.94,-3.00%,1.85,2
EIX,53.99,-3.00%,53.81,57
NOA,11.95,-3.00%,10,12.5
PTE,1.29,-3.01%,1.27,1.3
TAP,44.45,-3.01%,44.06,44.79
DHC,4.5,-3.02%,4.5,5
NBN,25.97,-3.02%,22.11,29
RIO,87.4,-3.03%,87.42,88
TKC,5.44,-3.03%,5,6
TRS,33.59,-3.03%,22,39.38
RJF,116.74,-3.06%,79,130
PFG,56.58,-3.07%,53.5,58.75
NTR,53.96,-3.07%,53.75,54.5
GBS,5.98,-3.08%,5.88,6.2
NEM,54.38,-3.10%,54.38,54.53
YJ,2.5,-3.10%,2.5,2.53
NTZ,11.82,-3.11%,10,11.6
GRC,31.99,-3.12%,31.13,33.3
IMO,21.96,-3.13%,17.8,22.4
CRU,10.19,-3.14%,10.2,10.27
ITP,0.7555,-3.14%,0.7603,0.7698
YSG,17.53,-3.15%,17.17,17.5
USB,50,-3.16%,49.81,50
GFN,10.09,-3.17%,7.79,13.55
HCC,19.17,-3.18%,18.95,20.18
IO,3.04,-3.18%,2.94,3.07
ERF,4.84,-3.20%,4.78,4.96
DBD,14.52,-3.20%,14.11,14.98
GIK,11.79,-3.20%,11.85,12
NOK,3.92,-3.21%,3.94,3.95
MRC,8.74,-3.21%,8.6,10.45
GPL,0.93,-3.22%,0.91,0.9199
DGP,36.92,-3.22%,35.01,37.03
FHB,27.89,-3.23%,24.74,30.99
DNB,21.86,-3.23%,21.86,23.1
RF,20.63,-3.24%,20.6,20.8
EC,12.25,-3.24%,12,12.25
M,15.21,-3.24%,15.28,15.3
HDB,79.14,-3.25%,77.9,80.9
UL,52.06,-3.25%,52,53.5
IAG,2.97,-3.26%,2.95,2.97
IBN,16.61,-3.26%,16.46,16.61
D,68.32,-3.27%,68.42,68.6
FTI,8.22,-3.29%,8,8.1
NRC,51.67,-3.31%,48.14,63.58
HMY,3.79,-3.32%,3.79,3.82
CVM,17.75,-3.32%,17.7,18.11
DOW,59.31,-3.33%,59.26,59.94
KBR,31,-3.34%,23.5,33.33
RYI,12.73,-3.34%,3,12.73
ENB,33.81,-3.34%,33.78,33.85
NGG,55.89,-3.35%,55.83,59
CMP,63.09,-3.35%,58.66,69.66
CEI,1.44,-3.36%,1.44,1.49
JJC,61.84,-3.37%,61.5,66.99
VET,6.29,-3.38%,6.2,6.55
PDS,23.13,-3.38%,20.22,27.1
VGZ,0.9275,-3.39%,0.8906,0.96
INO,11.1,-3.39%,11.11,11.17
PCG,10.51,-3.40%,10.5,10.55
MTC,2.84,-3.40%,2.76,2.82
PVL,1.41,-3.42%,1.39,1.41
OIS,7.33,-3.43%,7.02,7.5
ODP,38.27,-3.43%,38.16,42
INM,4.22,-3.43%,4.21,4.44
HNP,13.22,-3.43%,13.03,14
KOP,33.41,-3.47%,32.21,35.5
IVA,15,-3.47%,11.42,15.5
DK,24.56,-3.50%,20,27.45
TR,30.81,-3.51%,30.82,32
GB,11.82,-3.51%,11.5,13.75
SBR,32.87,-3.52%,32.2,39.25
FC,25.71,-3.53%,25,30.84
HCM,28.74,-3.56%,27.4,35.7
ODC,33.58,-3.56%,33.85,4294.67
OR,9.99,-3.57%,9.92,10.2
CIH,2.15,-3.59%,2.14,2.2
UGI,38.31,-3.62%,37.1,38.31
DHT,5.58,-3.63%,5.66,5.75
GFI,8.19,-3.65%,8.19,8.24
RSI,15.53,-3.66%,15.53,16.03
DNN,1.05,-3.67%,1.03,1.04
SNP,55.02,-3.68%,54.33,55.5
EVI,36.6,-3.68%,30.87,45.08
WFC,36.17,-3.70%,36.23,36.25
PEG,53.83,-3.70%,53.85,55
VMW,138.21,-3.71%,138.06,139.3
EQX,8.28,-3.72%,8.05,8.29
FEN,12.32,-3.75%,12,12.6
CEM,21.28,-3.75%,20.36,22.69
DB,12.27,-3.76%,12.24,12.29
SBH,16.1,-3.77%,16,17.17
CTT,10.21,-3.77%,10.05,10.65
TSC,22.95,-3.77%,19.44,26.99
FNV,107.02,-3.78%,107.02,108.28
TLS,33.32,-3.78%,31,33.55
WB,55.17,-3.78%,54.6,55.16
NFE,47.26,-3.79%,45.22,52.34
MMX,4.82,-3.79%,4.9,4.94
SWN,4.05,-3.80%,4.05,4.06
SUZ,13.1,-3.82%,11,17.5
SHG,28.97,-3.82%,27.1,41.5
SU,19.86,-3.83%,19.86,19.87
CTR,18.31,-3.83%,17.35,19.22
SRI,30.66,-3.86%,21.3,32.97
KMI,14.7,-3.86%,14.65,14.7
PSA,233.94,-3.87%,225,262.11
WF,25.18,-3.89%,22.12,26.66
ENG,5.14,-3.93%,5.02,5.2
CVI,22.08,-3.96%,20.76,22.35
SSL,12.56,-3.98%,12.25,13.25
YI,19.54,-3.98%,19.56,19.99
EBR,5.78,-3.99%,5.73,6.3
HBB,17.57,-3.99%,17,19.51
HII,175.91,-3.99%,175,183
GSV,0.624,-4.00%,0.6118,0.6185
SIF,8.12,-4.02%,8.2,8.3
JHX,28.36,-4.03%,27.72,36.22
CNX,12.61,-4.03%,12.51,12.7
EPM,3.55,-4.05%,3.32,3.75
PHX,3.51,-4.10%,3.6,3.67
ISR,1.4,-4.11%,1.39,1.41
PBR,7.93,-4.11%,7.94,7.98
HOL,13.95,-4.12%,15.83,15.98
LRN,24.05,-4.15%,23.5,24.7
MVO,4.14,-4.17%,4,4.45
CPG,3.66,-4.19%,3.65,3.88
OSH,53.03,-4.21%,50.2,55.2
SBS,6.6,-4.21%,6.58,7.41
PNW,69.93,-4.26%,69.9,71.83
MXC,8.3,-4.27%,5.5,10
PBI,8.48,-4.29%,8.4,8.54
DVD,2.21,-4.33%,2,2.21
NPK,102.33,-4.34%,84.61,116
SXC,6.39,-4.34%,6.4,6.6
PBF,14.2,-4.38%,13.5,14.19
OCG,3.91,-4.40%,3.92,4.09
WEX,208.35,-4.40%,190,228.5
OCN,27.97,-4.41%,27.3,31.5
SFL,7.54,-4.44%,7.5,7.7
GEG,3.01,-4.44%,2.75,3.5
TX,30.71,-4.45%,30.9,31.85
MOS,29.4,-4.48%,29.5,29.55
EAR,58.41,-4.50%,51.69,61
DYN,18.47,-4.50%,18.23,19.44
UEC,2.12,-4.50%,2.01,2.12
TS,20.95,-4.51%,20,22
FRO,6.77,-4.51%,6.75,6.8
SB,2.75,-4.51%,2.71,2.76
PAA,8.44,-4.52%,8.45,8.52
VXX,16.03,-4.53%,16.1,16.12
FRD,8.37,-4.56%,8.25,9.9
GEL,7.89,-4.59%,7.7,8.75
QS,54.93,-4.60%,54.81,55
CZZ,18.43,-4.61%,15.88,22
RGS,11.75,-4.63%,11.75,13.8
IEP,63.88,-4.63%,63.75,65.5
PTN,0.782,-4.63%,0.7801,0.792
ZUO,14.93,-4.66%,14.93,15.13
GTE,0.8517,-4.67%,0.83,0.8517
NNA,3.87,-4.68%,3.89,4.23
XPL,0.9351,-4.69%,0.9351,0.95
XYF,3.45,-4.70%,3.45,3.8
KWR,282.38,-4.70%,100,343.93
LXU,4.45,-4.71%,4.35,4.99
ICD,6.27,-4.71%,6,6.75
FRC,164.75,-4.71%,127.14,169.67
VMD,9.43,-4.75%,9.2,11.2
IPI,29.69,-4.75%,25.75,33
XM,38,-4.76%,38.29,38.71
PED,1.6,-4.76%,1.6,1.63
JG,5.34,-4.81%,5.45,5.53
GSS,3.14,-4.85%,3.08,3.33
NK,32.51,-4.89%,31.55,32.58
LPG,12.45,-4.89%,11.01,13.46
GOL,7.76,-4.90%,7.76,8.35
DPW,4.05,-4.93%,4.05,4.07
SD,5.01,-4.93%,4.95,5.05
XGN,18.29,-4.94%,18.2,22.99
GES,25.21,-4.94%,24.86,25.75
FCX,33.91,-4.96%,33.83,33.85
JOE,50.33,-4.97%,50.4,52.5
JOB,1.7,-5.03%,1.6,1.73
RNA,24.13,-5.04%,24.11,26
RYB,3.2,-5.04%,3.1,3.39
ONE,3.54,-5.09%,3.52,3.71
OCC,3.7,-5.13%,3.51,3.9
WNW,11.45,-5.14%,11.5,11.66
OLB,5.7,-5.16%,6,6.2
ORA,85.67,-5.18%,86,86.01
CWK,15.48,-5.21%,14.17,18.33
ET,7.64,-5.21%,7.58,7.66
PEI,2,-5.21%,2.03,2.04
CIO,10.16,-5.22%,9.4,14
HL,6.53,-5.22%,6.51,6.55
SRG,20.19,-5.26%,20,20.18
IHT,2.88,-5.26%,2.66,2.93
SA,17.04,-5.28%,16.55,17.45
OSS,6.45,-5.29%,6.39,6.64
KL,32.73,-5.30%,32.8,33.05
KGC,6.23,-5.32%,6.22,6.25
INS,39.68,-5.32%,36.16,45
WPM,35.74,-5.35%,35.74,36
FSM,7.53,-5.40%,7.54,7.58
IKT,6.7,-5.50%,6.56,7.35
YQ,13.86,-5.52%,13.9,13.99
NGL,2.39,-5.53%,2.41,2.48
CVV,4.93,-5.56%,4.76,5.08
X,16.61,-5.57%,16.52,16.6
OPT,9.45,-5.59%,4.76,9.75
CRS,40.66,-5.60%,40.33,50
TTI,2.5,-5.66%,2.42,2.5
QD,2.14,-5.73%,2.11,2.16
PLM,4.56,-5.79%,4.58,4.67
GAU,1.14,-5.79%,1.15,1.19
GSM,3.74,-5.79%,3.6,3.84
SID,5.85,-5.95%,5.81,5.85
RRC,9.64,-5.95%,9.6,9.7
KOR,1.88,-6.00%,1.31,2.02
GTH,24.59,-6.04%,24,24.97
WRN,1.55,-6.06%,1.55,1.71
FLY,11.89,-6.08%,11,12
NES,2.29,-6.15%,2.24,2.35
QLI,5.5,-6.30%,5.5,5.8
CRM,216.5,-6.31%,217.32,217.91
FVE,6.68,-6.31%,6.59,6.88
SBE,30.83,-6.35%,31.06,31.2
JCS,5.3,-6.36%,4.65,6.25
GME,101.74,-6.43%,98.26,98.37
LEE,2.17,-6.47%,2.05,2.45
TK,3.18,-6.47%,3.1,3.15
RAD,19.58,-6.49%,19.7,20
QK,2.59,-6.50%,2.55,2.88
TNK,12.59,-6.53%,12.6,12.79
EVK,3.28,-6.55%,3.15,3.41
EMX,3.24,-6.63%,3.25,3.7
TH,1.67,-6.70%,1.64,1.68
THM,1.11,-6.72%,1.13,1.27
CO,4.16,-6.73%,4.4,4.55
NG,8.35,-6.81%,8.2,9
SVM,5.83,-6.87%,5.95,6
CSU,31.28,-6.90%,22,39.01
ZVO,5.13,-7.07%,4.85,5.13
DDS,79.7,-7.09%,77.7,80
UHS,125.33,-7.11%,124.33,143
EQ,7.05,-7.11%,7.05,7.15
NL,5.61,-7.12%,5.55,6
PZG,1.04,-7.14%,1.04,1.06
MYO,11.14,-7.17%,11.25,12.09
NAT,2.97,-7.19%,2.99,3
RHE,5.39,-7.23%,4.53,5.77
DSP,49.59,-7.29%,50,59
GEO,7.2,-7.34%,7.3,7.38
CLF,13.34,-7.43%,13.28,13.3
WTT,1.87,-7.43%,1.77,1.87
MP,42.03,-7.52%,42.69,43
HPK,12.29,-7.59%,10.11,13.69
THR,20.43,-7.60%,19.57,24
LOV,5.59,-7.60%,5.5,7.5
PBA,25.39,-7.64%,25.28,27.28
EXN,3.14,-7.65%,2.53,4
MTP,2.28,-7.69%,2.28,2.3
HBM,7.15,-7.74%,7.08,7.14
EXK,5.9,-7.81%,5.9,5.91
IPV,13.86,-7.85%,14.31,14.4
OCX,4.92,-7.87%,4.93,5.07
NTN,3.62,-7.89%,3.58,3.9
STG,1.15,-8.00%,1.16,1.2
CLI,13.97,-8.09%,12.05,16.2
VHI,18.48,-8.20%,16.2,21.9
JFU,2,-8.26%,2.03,2.05
DRQ,33.96,-8.34%,26,66.88
DXF,1.2,-8.40%,1.2,1.29
EOG,64.56,-8.54%,64.33,64.56
JVA,5.01,-8.58%,4.75,5.32
MSN,1.49,-8.59%,1.48,1.57
TGB,1.66,-8.79%,1.63,1.66
FL,48.09,-8.80%,47.71,49.45
CGA,4.62,-9.06%,4.05,4.65
REI,2.22,-9.39%,2.22,2.23
KOS,3.08,-9.41%,3.02,3.08
MAG,19.13,-9.42%,19.02,19.62
EGO,10.48,-9.50%,10.48,10.65
LYL,1.8,-9.55%,1.69,1.77
PT,1.4,-9.68%,1.33,1.39
PVG,9.71,-9.76%,9.74,9.77
SJT,3.79,-10.19%,3.6,4.45
HX,1.74,-10.31%,1.73,1.86
HSC,16.36,-10.50%,16.22,17
MKD,1.33,-10.74%,1.34,1.36
ID,7.35,-10.91%,7.4,8.59
INT,31.08,-11.25%,29,31.75
JT,2.31,-11.83%,2.34,2.41
NXE,3.5,-11.84%,3.52,3.58
CRI,83.47,-11.84%,82,84.3
SCR,26.99,-12.60%,26.64,26.8
JAN,8.46,-12.60%,8.41,8.73
CXW,7.18,-12.76%,7.27,7.32
FLR,17.16,-13.25%,17.3,17.8
MYT,4.38,-13.27%,4.4,4.48
GTT,1.88,-13.76%,1.83,1.84
PXS,1.25,-13.79%,1.26,1.27
CLW,35.01,-15.74%,35.03,38.3
TPC,14.7,-16.62%,14.9,15.14
VOR,44.96,-16.86%,43,44.96
TA,24.04,-17.02%,24.1,24.72
ENV,64.02,-19.98%,64,64.99
DMS,11,-20.75%,11.9,12.95
SOS,4.77,-21.03%,4.85,4.87
VST,17.25,-24.21%,17.46,17.57
TGC,2.47,-33.24%,2.45,2.56
